Expenditure category,All items,Housing%,Education and communication(5)%,Food and beverages%,Medical care%,Transportation%,Food%,Energy%,Recreation%,Durables%,Nondurables%
"Mar.
2015",236.119,0.0174506828528073,0.00317228805834095,0.0251554785909935,0.0217228274288193,-0.112120310389819,0.02613166498889350,-0.21531633292488700,-0.00146851757470005,-0.01679513184584180,-0.05592735065254430
"Apr.
2015",236.599,0.0204843561843679,0.00207606407389329,0.019020916371841,0.0229602768319149,-0.10185518894275,0.01950799090069070,-0.18988038002983600,-0.00178383688664456,-0.01461173254684750,-0.04937400657565260
"May
2015",237.805,0.017328051421304,0.00337355367083438,0.0152066593683515,0.0271090016878452,-0.103616065033663,0.01558528372891430,-0.20418232531974900,0.00023272250857626,-0.00786777811785459,-0.05214743909907020
"Jun.
2015",238.638,0.0140277219595201,0.000881416676986351,0.0157792312427953,0.0272446204450653,-0.0767503343875675,0.01593308188143250,-0.17520338030770600,0.00131854494687032,-0.00594464891390626,-0.03961093146969860
"Jul.
2015",238.654,0.0174560187653269,-0.000538185732259754,0.0147152146501067,0.0237357888072234,-0.0624473220442878,0.01500201617880630,-0.14364092482949300,0.00480843937222675,-0.00608726280899174,-0.03371291448516570
"Aug.
2015",238.316,0.0192436405182227,-0.00390186696009104,0.0125709967679272,0.0252330894012305,-0.0506736790987681,0.01309210823137590,-0.12392459085638200,0.00905377630928530,-0.00744964924190987,-0.03084492466366150
"Sep.
2015",237.945,0.0196995845317993,-0.00132154772737115,0.0120199787112094,0.0228162400503923,-0.0601063854369336,0.01243101827249310,-0.13691683159500900,0.00692191593081555,-0.00781484274900724,-0.03815728449294260
"Oct.
2015",237.838,0.0222535980275899,0.00785461712364503,0.0135430497395567,0.0234813867335428,-0.070701607517425,0.01413735999282120,-0.14102110801082000,0.00545955595611553,-0.00785895766362217,-0.03847205681266820
"Nov.
2015",237.336,0.0216802168021681,0.0118802103000552,0.0149978358690415,0.0265027540512493,-0.0532498042286609,0.01574276485366560,-0.12325327707758600,0.00933701945647069,-0.00473325016511343,-0.02436156366410840
"Dec.
2015",236.525,0.0198885186100623,0.0154064478567789,0.00930431418857013,0.0264964068043299,-0.0268949879115213,0.00947246885875050,-0.09780489548823800,0.00773014145810668,-0.00529032258064514,-0.01348702589325780
"Jan.
2016",236.916,0.0171093700235684,0.0129647393971105,0.00555871596911822,0.0229109075694664,0.00344211535539701,0.00553667183152285,-0.04797553720038010,0.00292311428769693,-0.00806644910301086,-0.00157197289637183
"Feb.
2016",237.111,0.0186766998847536,0.0139648153533003,0.00800750398953993,0.0257281783627646,-0.0195004743637338,0.00790903194421920,-0.08355163100149040,0.00405733911222993,-0.01100291577267980,-0.01383333023238500
"Mar.
2016",238.132,0.0193710745025059,0.0121543427059405,0.0112744160300217,0.0321494527273547,-0.0602819981641528,0.01119713873478440,-0.15957524751991600,0.00687184357059616,-0.01218210189164780,-0.03457674635931780
"Apr.
2016",239.261,0.0198836880271311,0.0114155416935958,0.00785770673785121,0.026769622735709,-0.0448850158555769,0.00754506929518407,-0.12123800407432000,0.00884139773363778,-0.01530686313650050,-0.02491706530305520
"May
2016",240.229,0.0194582059660587,0.0139446870451237,0.0091480032215289,0.0285792228759003,-0.0527894333917997,0.00904190716812829,-0.13380301404376400,0.01140373526121010,-0.01380255360853740,-0.02642392317648230
"Jun.
2016",241.018,0.0177852855370376,0.0112497726032381,0.0054214298767488,0.0335199912160996,-0.0451848931792397,0.00478352521485328,-0.12762778399083600,0.00959663215773877,-0.01548401166753000,-0.02282896786515740
"Jul.
2016",240.628,0.0217286739025869,0.00943313953488373,0.00263224068981741,0.0342500553972598,-0.0335685123879199,0.00193924770144498,-0.09013791095828110,0.01054531391001670,-0.01659796446941240,-0.01799466087507350
"Aug.
2016",240.849,0.0235605813671656,0.00360833315255508,0.000287221476075656,0.0394772202017306,-0.030642599703998,-0.00047240088666009,-0.08116371548619440,0.01097481134350990,-0.01607334206453150,-0.02147084377686700
"Sep.
2016",241.428,0.0242894876299285,0.00157449745492188,-0.00270063283485838,0.0471507235813982,-0.0121208747273435,-0.00367209369670843,-0.04025471010359990,0.00943770254430117,-0.01804530601754960,-0.01359249132979790
"Oct.
2016",241.729,0.0281208880720149,-0.00120564932828113,-0.00374132555566722,0.0424138735515981,-0.00232821738198091,-0.00455728121034961,0.00694597971218656,0.00727820844099913,-0.01926267281105990,-0.00370315849518363
"Nov.
2016",241.353,0.0289940457536823,-0.00392755524020421,-0.0000363093557107135,0.0395661218819996,0.00916133412892742,-0.00093835831594889,0.02915986410731930,0.00820642174097068,-0.01670589107351330,0.00976264199467989
"Dec.
2016",241.432,0.0282112945381062,-0.00216661405572928,-0.000897085683805502,0.0404835591657208,0.0202737980869638,-0.00188783516133322,0.04375661202543380,0.00969513513513509,-0.01970278534187120,0.01462591588218430
"Jan.
2017",242.839,0.0264990184008251,-0.00290362128175164,-0.00445937617073742,0.0336258050311003,0.0320253257748657,-0.00530102843169199,0.07290296440603660,0.00428219399975875,-0.02253805788878380,0.01597536011772810
"Feb.
2017",243.603,0.0287409497334192,-0.00140049987072304,-0.00154955143504558,0.0292497190674129,0.0637700499079239,-0.00224276527331198,0.16010019702314900,0.00605327914533874,-0.01944536821490590,0.03196693697241740
"Mar.
2017",243.801,0.029848644843365,-0.00346785947630299,0.00370644024273552,0.034725916881078,0.0412533920327098,0.00327851664260534,0.10712949049531600,0.01113853986042660,-0.02026261230131320,0.02375402949164960
"Apr.
2017",244.524,0.0297282766036644,-0.0221223692899595,0.0035147826437454,0.0316678043626655,0.0235304950100004,0.00302721677206902,0.06972723159459650,0.00900310598646975,-0.02146748132062280,0.01659423152904000
"May
2017",244.733,0.0276058333436294,-0.0229544293413734,0.00790855481056628,0.0267805650109489,0.019011847160055,0.00758089243928020,0.05291867568367130,0.00959050990537133,-0.01797960219668640,0.01716593428427530
"Jun.
2017",244.955,0.0249549697068937,-0.0240104249161256,0.010282880339149,0.0247513931721041,0.00973724421008473,0.01023912850227490,0.01548229059914520,0.00846217958531072,-0.01460605386156230,0.01061589712163590
"Jul.
2017",244.786,0.0273255054381552,-0.0237264932632032,0.00861821431893459,0.0219663739540335,0.0208881787516802,0.00847895812630775,0.04443196897009280,0.00988428568994015,-0.01410194355499290,0.01495957938385870
"Aug.
2017",245.519,0.0260640724807717,-0.0281600160791323,0.0101446932341768,0.0165400242111622,0.0218649781247759,0.01007189597891160,0.04666087927078810,0.01489083752422750,-0.01574096576994260,0.01229159400069760
"Sep.
2017",246.819,0.0263603749283906,-0.0249612002069322,0.010365644369965,0.0164444937056916,0.0268676881505819,0.01039057426477410,0.05127341053448520,0.01650348454401650,-0.01419039563950750,0.01170484400467270
"Oct.
2017",246.663,0.0272877887145502,-0.0200749753559892,0.011595208604823,0.0154615007565586,0.0437852027423096,0.01177072877741630,0.10742558500097500,0.01848123173939500,-0.01835605853585000,0.02560271428308730
"Nov.
2017",246.669,0.0278311291219836,-0.018578433487195,0.0157090509047669,0.0165937617853421,0.0360573355645281,0.01587891769555640,0.08300853700588290,0.01642026279272950,-0.01555759914295740,0.02854760636449970
"Dec.
2017",246.524,0.0258595190340161,-0.0169619488624923,0.0144051405310479,0.0165109160352499,0.0395511892872429,0.01438662747206990,0.08316865487879320,0.01596616305905170,-0.01628553271808100,0.02923384756802430
